CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
SYRUPS & LIQUIDS,Hypersol Ophthalmic Solution,,Drops/Ointment,Hypersol Ophthalmic Solution,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Ibugesic Plus Suspension,,Syrup/Suspension,Ibugesic Plus Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Ibugesic Suspension,,Syrup/Suspension,Ibugesic Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Lactolook Oral Solution,,Syrup/Suspension,Lactolook Oral Solution,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Lariago Suspension,,Syrup/Suspension,Lariago Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Liquid Paraffin,,Medicine/Skin Care,Liquid Paraffin,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Livon-DS Liver Tonic,,Syrups & Tonics,Livon-DS Liver Tonic,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Lupituss Suspension,,Syrup/Suspension,Lupituss Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Macbery XT Expectorant,,Syrup/Suspension,Macbery XT Expectorant,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Medicaine Gel,,Syrup/Suspension,Medicaine Gel,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Meftal-P Suspension,,Syrup/Suspension,Meftal-P Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Meftal-Spas Suspension,,Syrup/Suspension,Meftal-Spas Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Metrogyl Suspension,,Syrup/Suspension,Metrogyl Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Mezocid Suspension,,Syrup/Suspension,Mezocid Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Minoxidil Topical Solution USP / Tinfal-10,,Haircare,Minoxidil Topical Solution USP / Tinfal-10,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Mucaine Gel,,Syrup/Suspension,Mucaine Gel,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Multani Kuka Cough Syrup,,General,Multani Kuka Cough Syrup,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,NOSIKIND-0.1% Xylometazoline Nasal Solution IP,,General,NOSIKIND-0.1% Xylometazoline Nasal Solution IP,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Nasoclear Saline Nasal Solution,,General,Nasoclear Saline Nasal Solution,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Nobel-Plus Suspension,,Syrup/Suspension,Nobel-Plus Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,O2 Oral Suspension,,Syrup/Suspension,O2 Oral Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Oflomac-M Suspension,,Syrup/Suspension,Oflomac-M Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Omnacortil Solution,,Syrup/Suspension,Omnacortil Solution,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Oral Rehydration Salts,ORS,Electrolyte Solution,Oral Rehydration Salts (ORS),General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Polo 250 Suspension,,Syrup/Suspension,Polo 250 Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Pred Forte Eye Suspension,,Drops/Ointment,Pred Forte Eye Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Ranidom-MPS Suspension,,Syrup/Suspension,Ranidom-MPS Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Savlon Antiseptic Liquid,,General,Savlon Antiseptic Liquid,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Savlon Antiseptic Liquid,,First Aid,Savlon Antiseptic Liquid,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Sucrafil O Gel,,Syrup/Suspension,Sucrafil O Gel,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Suthol Neem Body Hygiene Liquid,,General,Suthol Neem Body Hygiene Liquid,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Zinconia Zinc Acetate Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Dexorange Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Montral Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Taxim-O Dry Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Pulmoclear Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Zifi 100 Dry Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Zocef Dry Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Anafortan Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Erox CV 457 Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Duo Dry Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Emeset Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Neeri Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ausmezyme Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Folicron Red Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Austro B-Complex Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Aptistart Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Lycopen Gold Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Freelac Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Amyron Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Aptimust Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Grilinctus-BM Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,R.B. TONE Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Levolin Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Neeri KFT Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Sinarest Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Viscodyne Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Acifresh Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ephedrex Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Phenergan Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Reswas Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Relent Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,M2-Tone Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Gaviscon Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Mucolite Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Kofol Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ondem Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Amycure D.S. Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ascoril LS Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Alerid Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Asthalin Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ambrodil-S Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Atarax Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Ambrodil Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrup/Suspension,,Cosome A Syrup,Syrup/Suspension,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrups & Tonics,,Himalaya Koflet Syrup,Syrups & Tonics,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrups & Tonics,,Himalaya Koflet-EX Syrup,Syrups & Tonics,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrups & Tonics,,Himalaya Koflet-SF Syrup,Syrups & Tonics,General Medicine,Used as directed by a registered medical practitioner.
SYRUPS & LIQUIDS,Syrups & Tonics,,Himalaya Evecare Syrup,Syrups & Tonics,General Medicine,Used as directed by a registered medical practitioner.
